theater,title,date,time,link,poster,info
Coolidge,"Crouching Tiger, Hidden Dragon (4K Restoration)",03-29,9:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786467~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/2_1.jpg?h=32911092&itok=SbYtIwwB,Ang Lee
Coolidge,The Quiet Girl,03-29,4:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786491~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/THE%20QIUIET%20GIRL.jpg?h=a2d4f101&itok=ybh0nFvp,Colm Bairéad
Coolidge,The Quiet Girl,03-29,9:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786495~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/THE%20QIUIET%20GIRL.jpg?h=a2d4f101&itok=ybh0nFvp,Colm Bairéad
Coolidge,James Baldwin Abroad: A Program of 3 Films,03-29,4:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786453~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/FromAnotherPlace-2.jpeg?h=09c6afdf&itok=gFI_Whfj,"Sedat Pakay, Terence Dixon, Horace Ové"
Coolidge,Return to Seoul,03-29,6:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786476~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/1_2.jpg?h=a6bdfbeb&itok=DUppwfL3,Davy Chou
Coolidge,Return to Seoul,03-29,9:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786487~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/1_2.jpg?h=a6bdfbeb&itok=DUppwfL3,Davy Chou
Coolidge,Panorama: James Baldwin Abroad,03-29,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=782942~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/MeetingTheMan.jpeg?h=bf3948ad&itok=_ZyBlLnJ,"Sedat Pakay, Terence Dixon, Horace Ové"
Coolidge,A Good Person,03-30,4:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786446~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/AGP_00777_R.jpg?h=66d9185a&itok=5gIG_d5p,Zach Braff
Coolidge,A Good Person,03-30,7:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786425~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/AGP_00777_R.jpg?h=66d9185a&itok=5gIG_d5p,Zach Braff
Coolidge,A Good Person,03-30,9:55 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786442~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/AGP_00777_R.jpg?h=66d9185a&itok=5gIG_d5p,Zach Braff
Coolidge,"Crouching Tiger, Hidden Dragon (4K Restoration)",03-30,4:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786464~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/2_1.jpg?h=32911092&itok=SbYtIwwB,Ang Lee
Coolidge,"Crouching Tiger, Hidden Dragon (4K Restoration)",03-30,9:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786469~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/2_1.jpg?h=32911092&itok=SbYtIwwB,Ang Lee
Coolidge,The Quiet Girl,03-30,4:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786492~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/THE%20QIUIET%20GIRL.jpg?h=a2d4f101&itok=ybh0nFvp,Colm Bairéad
Coolidge,James Baldwin Abroad: A Program of 3 Films,03-30,4:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786452~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/FromAnotherPlace-2.jpeg?h=09c6afdf&itok=gFI_Whfj,"Sedat Pakay, Terence Dixon, Horace Ové"
Coolidge,James Baldwin Abroad: A Program of 3 Films,03-30,6:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786454~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/FromAnotherPlace-2.jpeg?h=09c6afdf&itok=gFI_Whfj,"Sedat Pakay, Terence Dixon, Horace Ové"
Coolidge,Return to Seoul,03-30,6:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786477~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/1_2.jpg?h=a6bdfbeb&itok=DUppwfL3,Davy Chou
Coolidge,Return to Seoul,03-30,9:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=786497~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/1_2.jpg?h=a6bdfbeb&itok=DUppwfL3,Davy Chou
Coolidge,"Paris, Texas",03-30,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=770595~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/PT_Kinski_mirror%20copy.jpg?h=7294680e&itok=vZJGrTFA,Wim Wenders
Coolidge,Drop Dead Gorgeous,03-31,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=780616~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Drop_Dead_Gorg_8.jpg?h=16521449&itok=kmsts4p6,Michael Patrick Jann
Coolidge,But I’m a Cheerleader,04-01,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=780620~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/But_Im_A_Cheerleader_Du_Valle_Lyonne%20copy.jpg?h=ef468a39&itok=GOdeqZj1,Jamie Babbit
Coolidge,The Room,04-01,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784118~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/The%20Room%204.jpg?h=2dd195a3&itok=TkJJxXEi,Tommy Wiseau
Coolidge,The Right to Read,04-02,2:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=782941~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/9-rtr-stills-fred-whiteboard.jpg?h=6f9a23ba&itok=nLITY_4J,Jenny Mackenzie
Coolidge,The Red Shoes,04-03,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=770603~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Red_Shoes_1948_74%20copy.jpg?h=a28b4dd9&itok=x9h6j8ju,"Michael Powell, Emeric Pressburger"
Coolidge,Your Name.,04-04,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784024~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Your-Name_st_6_jpg_sd-high.jpg?h=b5a85c59&itok=72YZZT-v,Makoto Shinkai
Coolidge,Air,04-05,3:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787160~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,Air,04-05,7:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787153~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,Cowboy Bebop: The Movie,04-05,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784023~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/CowboyBebopfilm2001_04%20copy.jpg?h=3f932956&itok=0cdkKcui,"Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei"
Coolidge,High Fidelity,04-06,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=781434~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/High_Fidelity_Prm_2709_L%20copy.jpg?h=3a451d1c&itok=hFthBEWS,Stephen Frears
Coolidge,Air,04-06,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787156~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,Air,04-07,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787157~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,The Terminator,04-07,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784121~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/the%20terminator_main.jpg?h=30716dd0&itok=l4sE0lUg,James Cameron
Coolidge,Tanglewood Marionettes present Sleeping Beauty,04-08,10:30 AM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=771568~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/sleeping-beauty-by-tanglewood-marionettes.jpg?h=8fdebfc5&itok=z_3C5LBu,
Coolidge,Air,04-08,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787158~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,Predator,04-08,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784126~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/predator_main.jpg?h=56897dfe&itok=OFptcTjV,John McTiernan
Coolidge,Air,04-09,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787159~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/SMAN_2023_FG_00435809_Still257R_rgb.jpg?h=4f0cc37f&itok=wRk5uuSE,Ben Affleck
Coolidge,Ghost in the Shell,04-11,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784022~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/gits-5.jpg?h=c392070d&itok=sA2YAjGS,Mamoru Oshii
Coolidge,Boston Open Screen,04-11,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784485~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Open%20Screen%20website%202.png?h=79237262&itok=8qpdMTOI,
Coolidge,Paprika,04-12,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784025~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Paprika2006_15%20copy.jpg?h=c6896d90&itok=Zl1fIwHU,Satoshi Kon
Coolidge,Suzume (English Dubbed),04-14,4:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787138~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume_2.jpg?h=d37c3614&itok=_hPjEed0,Makoto Shinkai
Coolidge,Suzume (English Subtitles),04-14,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787162~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume%20Iwato_1.jpg?h=e31da8a2&itok=yqoPI1ol,Makoto Shinkai
Coolidge,Suzume (English Subtitles),04-14,9:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787140~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume%20Iwato_1.jpg?h=e31da8a2&itok=yqoPI1ol,Makoto Shinkai
Coolidge,The Lost World: Jurassic Park,04-14,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784119~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Lost_World_Jurassic_1997_11%20copy.jpg?h=bc6cc9a3&itok=5ZWENKhV,Steven Spielberg
Coolidge,Metropolis (2001),04-15,2:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784027~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Metropolis_2001_001%20copy.jpg?h=1d4be2dd&itok=oX91WbSA,Rintarô
Coolidge,Suzume (English Dubbed),04-15,4:30 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787139~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume_2.jpg?h=d37c3614&itok=_hPjEed0,Makoto Shinkai
Coolidge,Suzume (English Subtitles),04-15,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787163~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume%20Iwato_1.jpg?h=e31da8a2&itok=yqoPI1ol,Makoto Shinkai
Coolidge,Suzume (English Subtitles),04-15,9:45 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787137~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume%20Iwato_1.jpg?h=e31da8a2&itok=yqoPI1ol,Makoto Shinkai
Coolidge,Congo,04-15,11:59 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=784123~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Congo_1995_3%20copy.jpg?h=8a7df33e&itok=Ki-yfeQa,Frank Marshall
Coolidge,The Ordinaries,04-16,11:00 AM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=781782~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/THE_ORDINARIES_03_PhotobyFKGodenschweger_proddesign_JLindner_MJSchoenborn_costumes_SPeters_%28c%29Bandenfilm.jpg?h=5af9bf7f&itok=gSPWqYDK,Sophie Linnenbaum
Coolidge,Suzume (English Dubbed),04-16,4:15 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787142~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume_2.jpg?h=d37c3614&itok=_hPjEed0,Makoto Shinkai
Coolidge,Suzume (English Subtitles),04-16,7:00 PM,https://store.coolidge.org/websales/pages/ticketsearchcriteria.aspx?evtinfo=787143~2227d6a5-68f5-41c2-b22e-813c872c64f4&amp;,https://www.coolidge.org/sites/default/files/styles/base/public/featured_images/Suzume%20Iwato_1.jpg?h=e31da8a2&itok=yqoPI1ol,Makoto Shinkai
